"Id","MSZoning","LotFrontage","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","PoolArea","PoolQC","Fence","MiscFeature","YrSold","SaleType","SaleCondition","SalePrice","Crisis","MSSubClass","LotArea","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","TotRmsAbvGrd","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","MiscVal","MoSold","Reforma","outlier"
401,"RL",38,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,"Gable","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,1,1,1,1,"Ex","Typ",2,"Gd","Attchd",1996,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",245500,"Burbuja",120,14963,1996,1996,786,0,474,1260,1288,0,0,1288,4,500,120,30,0,0,224,0,12,12,TRUE
402,"RL",65,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"Gd","Typ",1,"Gd","Attchd",2005,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2006,"New","Partial",164990,"Crisis",20,8767,2005,2005,24,0,1286,1310,1310,0,0,1310,6,400,0,0,0,0,0,0,7,1,FALSE
403,"RL",60,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,1,0,2,1,"TA","Typ",0,NA,"Detchd",1940,"Unf",1,"TA","TA","N",0,NA,"GdPrv",NA,2008,"WD","Normal",108000,"Burbuja",30,10200,1940,1997,0,0,672,672,672,0,0,672,4,240,168,0,0,0,0,0,8,11,FALSE
404,"RL",93,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",650,"Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr",0,0,2,1,4,1,"Gd","Typ",1,"TA","BuiltIn",1998,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Abnorml",258000,"Crisis",60,12090,1998,1998,0,0,1141,1141,1165,1098,0,2263,10,420,144,123,0,0,0,0,7,8,TRUE
405,"RL",NA,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr",0,0,2,1,3,1,"TA","Typ",1,"TA","BuiltIn",1995,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2007,"WD","Normal",168000,"Crisis",60,10364,1995,1996,0,0,806,806,806,766,0,1572,7,373,0,40,0,0,0,0,5,11,FALSE
406,"RL",NA,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,4,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,0,3,1,"TA","Min1",1,"TA","Attchd",1993,"Unf",2,"TA","TA","Y",0,NA,"GdWo",NA,2009,"WD","Normal",150000,"Burbuja",20,9991,1976,1993,1116,0,165,1281,1620,0,0,1620,8,490,120,78,0,0,0,0,6,16,FALSE
407,"RL",51,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","FuseA",0,0,1,0,3,1,"TA","Maj2",0,NA,"Detchd",1936,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",115000,"Burbuja",50,10480,1936,1950,0,0,1064,1064,1166,0,473,1639,6,240,0,0,0,0,0,0,3,58,TRUE
408,"RL",63,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,7,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,0,4,1,"TA","Typ",0,NA,"Attchd",1960,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",177000,"Burbuja",70,15576,1915,1976,0,0,840,840,840,840,0,1680,8,308,0,0,160,0,0,0,3,32,TRUE
409,"RL",109,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",350,"Gd","TA","PConc","Ex","Gd","No","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,1,3,1,"Gd","Typ",1,"Gd","Attchd",2006,"RFn",3,"TA","TA","Y",0,NA,NA,NA,2007,"New","Partial",280000,"Crisis",60,14154,2006,2006,0,0,1063,1063,1071,1101,0,2172,9,947,192,62,0,0,0,0,8,1,TRUE
410,"FV",85,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",100,"Gd","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Ex","Typ",1,"Gd","Attchd",2008,"Fin",3,"TA","TA","Y",0,NA,NA,NA,2008,"New","Partial",339750,"Burbuja",60,10800,2007,2008,789,0,245,1034,1050,1028,0,2078,8,836,0,102,0,0,0,0,4,0,FALSE
411,"RL",68,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,3,"Gable","CompShg","BrkComm","Brk Cmn","None",0,"TA","Fa","CBlock","TA","Fa","No","Unf","Unf","GasA","TA","Y","FuseA",0,0,1,0,3,1,"TA","Mod",0,NA,"Attchd",1958,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2009,"COD","Abnorml",60000,"Burbuja",20,9571,1958,1958,0,0,1276,1276,1276,0,0,1276,5,350,0,0,0,0,0,0,6,51,FALSE
412,"RL",100,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","Gilbert","Norm","Norm","2fmCon","1Story",5,5,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Mn","Rec","Unf","GasA","TA","N","SBrkr",1,0,1,0,3,1,"TA","Typ",0,NA,"Attchd",1955,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",145000,"Crisis",190,34650,1955,1955,1056,0,0,1056,1056,0,0,1056,5,572,264,0,0,0,0,0,1,51,TRUE
413,"FV",NA,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","MetalSd","MetalSd","Stone",432,"Ex","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,1,2,1,"Gd","Typ",1,"Gd","Attchd",2009,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2010,"New","Partial",222000,"Burbuja",20,4403,2009,2009,578,0,892,1470,1478,0,0,1478,7,484,0,144,0,0,0,0,6,1,FALSE
414,"RM",56,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,6,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Gd","Y","FuseA",0,0,1,0,2,1,"TA","Typ",1,"Gd","Detchd",1927,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2010,"WD","Normal",115000,"Burbuja",30,8960,1927,1950,0,0,1008,1008,1028,0,0,1028,5,360,0,0,130,0,0,0,3,60,FALSE
415,"RL",59,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","BLQ","GLQ","GasA","Ex","Y","SBrkr",0,1,2,1,3,1,"Gd","Typ",1,"TA","Attchd",1993,"Unf",3,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",228000,"Burbuja",60,11228,1993,1993,50,531,499,1080,1080,1017,0,2097,9,678,196,187,0,0,0,0,12,15,TRUE
416,"RL",73,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"Gd","Typ",0,NA,"Attchd",2007,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2007,"New","Partial",181134,"Crisis",20,8899,2007,2007,24,0,1316,1340,1340,0,0,1340,6,396,100,30,0,0,0,0,8,0,FALSE
417,"RL",74,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,7,"Hip","CompShg","HdBoard","HdBoard","BrkFace",203,"TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr",0,0,1,1,3,1,"TA","Typ",1,"TA","Attchd",1978,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",149500,"Crisis",60,7844,1978,1978,209,0,463,672,672,728,0,1400,6,440,0,0,0,0,0,0,3,28,FALSE
418,"RL",86,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Feedr","Norm","1Fam","2Story",6,6,"Hip","CompShg","Wd Sdng","Stucco","None",0,"TA","TA","BrkTil","Gd","TA","No","BLQ","Unf","GasW","TA","N","FuseA",1,0,2,1,4,1,"TA","Typ",1,"Gd","Detchd",1918,"Unf",3,"TA","TA","N",0,NA,NA,NA,2007,"WD","Normal",239000,"Crisis",70,22420,1918,1950,1128,0,242,1370,1370,1254,0,2624,10,864,0,0,0,0,0,0,11,57,TRUE
419,"RL",60,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ","Unf","GasA","Fa","N","FuseF",1,0,1,1,3,1,"TA","Typ",0,NA,"Detchd",1940,"Unf",1,"TA","TA","P",0,NA,NA,NA,2007,"WD","AdjLand",126000,"Crisis",50,8160,1940,1950,312,0,444,756,756,378,0,1134,7,240,0,0,0,0,0,0,4,57,FALSE
420,"RL",65,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","Ex","Y","SBrkr",1,0,1,0,3,1,"TA","Typ",1,"Fa","Attchd",1968,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2010,"WD","Normal",142000,"Burbuja",20,8450,1968,1968,775,0,281,1056,1056,0,0,1056,6,304,0,85,184,0,0,0,7,42,TRUE
421,"RM",78,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",200,"TA","Gd","PConc","Gd","Gd","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr",2,0,2,0,2,2,"TA","Typ",0,NA,"Attchd",1997,"Fin",4,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Alloca",206300,"Burbuja",90,7060,1997,1998,1309,0,35,1344,1344,0,0,1344,8,784,0,0,0,0,0,0,11,10,FALSE
422,"RL",NA,"Pave",NA,"IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,"Gable","CompShg","CemntBd","CmentBd","Stone",126,"Gd","TA","CBlock","Gd","TA","No","ALQ","Unf","GasA","Gd","Y","SBrkr",0,1,2,0,3,1,"Gd","Typ",1,"TA","Attchd",1977,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",215000,"Burbuja",20,16635,1977,2000,1246,0,356,1602,1602,0,0,1602,8,529,240,0,0,0,0,0,6,9,FALSE
423,"RL",100,"Pave",NA,"Reg","HLS","AllPub","Inside","Mod","Mitchel","Artery","Norm","1Fam","1Story",5,5,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Ex","Y","FuseA",0,0,1,0,2,1,"TA","Typ",0,NA,"Attchd",1954,"RFn",2,"TA","TA","N",0,NA,NA,NA,2008,"WD","Normal",113000,"Burbuja",20,21750,1954,1954,0,0,988,988,988,0,0,988,4,520,0,0,0,0,0,0,2,54,FALSE
424,"RL",80,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",473,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr",1,0,2,1,4,1,"Gd","Typ",1,"TA","Attchd",1998,"Fin",3,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",315000,"Burbuja",60,9200,1998,1998,986,0,484,1470,1470,1160,0,2630,8,696,0,66,0,0,0,0,6,10,TRUE
425,"RL",72,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","LwQ","Unf","GasA","Gd","Y","FuseA",1,0,1,0,2,1,"TA","Typ",1,"Gd","Attchd",1956,"RFn",1,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",139000,"Burbuja",20,9000,1956,1956,616,0,580,1196,1196,0,0,1196,6,297,0,44,0,0,0,0,5,52,FALSE
426,"RM",60,"Pave","Grvl","Reg","HLS","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr",0,0,1,1,3,1,"TA","Typ",2,"Gd","Detchd",1947,"Unf",1,"TA","TA","P",0,NA,NA,NA,2009,"WD","Normal",135000,"Burbuja",60,3378,1946,1992,0,0,651,651,707,682,0,1389,6,240,0,0,126,0,0,0,9,17,FALSE
427,"RL",NA,"Pave",NA,"Reg","Low","AllPub","Inside","Mod","SawyerW","Norm","Norm","1Fam","SLvl",7,5,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",145,"Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Gd","Y","SBrkr",1,1,2,0,2,1,"Gd","Typ",1,"TA","Attchd",1989,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",275000,"Burbuja",80,12800,1989,1989,1518,0,0,1518,1644,0,0,1644,5,569,80,0,0,0,396,0,8,20,TRUE
428,"RL",77,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","Ex","Y","SBrkr",0,0,1,0,3,1,"TA","Typ",0,NA,"Detchd",1964,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",109008,"Burbuja",20,8593,1957,1957,288,0,619,907,907,0,0,907,5,352,0,0,0,0,0,0,7,51,FALSE
429,"RL",64,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,0,2,1,"Gd","Typ",0,NA,"Attchd",2007,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2007,"New","Partial",195400,"Crisis",20,6762,2007,2007,664,0,544,1208,1208,0,0,1208,6,628,105,54,0,0,0,0,9,0,FALSE
430,"RL",130,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","GLQ","Unf","GasA","TA","Y","SBrkr",1,0,2,0,3,1,"Gd","Typ",1,"TA","Attchd",1988,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",175000,"Burbuja",20,11457,1988,1988,1005,0,387,1392,1412,0,0,1412,6,576,0,0,169,0,0,0,3,21,TRUE
431,"RM",21,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",232,"TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr",0,0,1,1,2,1,"TA","Typ",0,NA,"Detchd",1971,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2008,"COD","Abnorml",85400,"Burbuja",160,1680,1971,1971,387,0,96,483,483,504,0,987,4,264,0,0,0,0,0,0,7,37,TRUE
432,"RM",60,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",6,7,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr",0,0,1,0,4,1,"TA","Typ",0,NA,NA,NA,NA,0,NA,NA,"N",0,NA,"MnPrv",NA,2008,"ConLD","Abnorml",79900,"Burbuja",50,5586,1920,1998,0,0,901,901,1088,110,0,1198,7,0,0,98,0,0,0,0,9,10,TRUE
433,"RM",24,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",5,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",376,"TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr",1,0,1,1,2,1,"TA","Min1",0,NA,"Detchd",1971,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2007,"WD","Normal",122500,"Crisis",160,1920,1971,1971,471,0,294,765,765,600,0,1365,6,440,240,36,0,0,0,0,8,36,TRUE
434,"RL",100,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,1,3,1,"TA","Typ",1,"TA","Attchd",1997,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",181000,"Burbuja",60,10839,1997,1998,0,0,926,926,926,678,0,1604,7,470,0,36,0,0,0,0,7,10,FALSE
435,"RM",21,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,7,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","Gd","TA","Av","ALQ","Unf","GasA","Gd","Y","SBrkr",1,0,1,0,1,1,"TA","Typ",0,NA,NA,NA,NA,0,NA,NA,"Y",0,NA,NA,NA,2008,"WD","Normal",81000,"Burbuja",180,1890,1972,1972,495,0,135,630,630,0,0,630,3,0,88,0,0,0,0,0,6,36,TRUE
436,"RL",43,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","PosN","Norm","1Fam","2Story",7,6,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ","ALQ","GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Gd","Typ",1,"TA","Attchd",1996,"RFn",2,"TA","TA","Y",0,NA,NA,NA,2009,"ConLw","Normal",212000,"Burbuja",60,10667,1996,1996,385,344,70,799,827,834,0,1661,6,550,158,61,0,0,0,0,4,13,FALSE
437,"RM",40,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf","Unf","GasA","TA","Y","FuseA",0,0,1,0,2,1,"TA","Typ",0,NA,"Detchd",1990,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2006,"WD","Normal",116000,"Crisis",50,4400,1920,1950,0,0,648,648,734,384,0,1118,6,440,0,0,0,0,0,0,10,56,FALSE
438,"RM",50,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",6,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr",0,0,1,0,2,1,"TA","Typ",0,NA,"Detchd",1926,"Unf",1,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",119000,"Burbuja",45,6000,1926,2004,0,0,884,884,904,0,0,904,4,180,0,0,105,0,0,0,1,5,FALSE
439,"RL",40,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","WdShing","Stucco","None",0,"TA","TA","PConc","TA","TA","No","LwQ","Unf","GasA","TA","N","SBrkr",0,0,1,0,2,1,"Gd","Typ",1,"Gd","Detchd",1990,"Unf",1,"Gd","TA","P",0,NA,"MnPrv",NA,2007,"WD","Normal",90350,"Crisis",30,4280,1913,2002,365,0,75,440,694,0,0,694,4,352,0,0,34,0,0,0,3,5,FALSE
440,"RL",67,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,8,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Unf","Unf","GasA","Gd","Y","SBrkr",0,0,1,0,3,1,"Gd","Typ",0,NA,"Detchd",2005,"Unf",2,"TA","TA","Y",0,NA,"GdPrv","Shed",2009,"ConLI","Normal",110000,"Burbuja",50,12354,1920,2000,0,0,684,684,684,512,0,1196,7,528,0,46,0,0,0,800,8,9,FALSE
441,"RL",105,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,"Hip","CompShg","VinylSd","VinylSd","Stone",200,"Ex","TA","PConc","Ex","TA","Gd","GLQ","ALQ","GasA","Ex","Y","SBrkr",1,0,2,0,2,1,"Ex","Typ",2,"Gd","Attchd",2008,"Fin",3,"TA","TA","Y",0,NA,NA,NA,2009,"WD","Normal",555000,"Burbuja",20,15431,2008,2008,1767,539,788,3094,2402,0,0,2402,10,672,0,72,0,0,170,0,4,1,TRUE
442,"RL",92,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,4,"Gable","CompShg","VinylSd","VinylSd","BrkFace",270,"TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","N","FuseF",0,0,2,0,4,2,"Fa","Typ",0,NA,NA,NA,NA,0,NA,NA,"Y",0,NA,NA,NA,2008,"WD","Normal",118000,"Burbuja",90,12108,1955,1955,133,0,1307,1440,1440,0,0,1440,8,0,0,0,0,0,0,0,9,53,TRUE
443,"RM",52,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr",0,0,2,0,3,1,"TA","Typ",1,"Gd","Detchd",1930,"Unf",2,"TA","TA","P",0,NA,NA,NA,2008,"WD","Normal",162900,"Burbuja",50,6240,1930,1992,0,0,1078,1078,1128,445,0,1573,8,360,0,0,0,0,0,0,6,16,FALSE
444,"RL",53,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,"Gable","CompShg","WdShing","Wd Shng","BrkFace",72,"Gd","TA","PConc","Ex","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr",0,0,2,0,2,1,"Gd","Typ",1,"Gd","Attchd",2007,"Fin",3,"TA","TA","Y",0,NA,NA,NA,2007,"New","Partial",172500,"Crisis",120,3922,2006,2007,0,0,1258,1258,1258,0,0,1258,6,648,144,16,0,0,0,0,6,0,FALSE
445,"RL",70,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr",1,0,2,1,4,1,"Gd","Typ",1,"TA","Attchd",1994,"Unf",2,"TA","TA","Y",0,NA,NA,NA,2008,"WD","Normal",210000,"Burbuja",60,8750,1994,1995,642,0,273,915,933,975,0,1908,8,493,144,133,0,0,0,0,7,13,FALSE
446,"RL",73,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Fa","Y","SBrkr",0,0,1,0,3,1,"TA","Typ",1,"Gd","Attchd",1956,"Unf",2,"TA","TA","Y",0,NA,"MnPrv",NA,2009,"COD","Normal",127500,"Burbuja",20,9855,1956,1956,0,0,1436,1436,1689,0,0,1689,7,480,0,0,0,0,0,0,11,53,FALSE
447,"RL",137,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,"Gable","CompShg","BrkFace","Plywood","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ","Rec","GasA","Ex","Y","SBrkr",0,0,2,1,2,1,"Gd","Mod",1,"Gd","Attchd",1966,"Fin",2,"TA","TA","Y",0,NA,NA,NA,2010,"WD","Normal",190000,"Burbuja",20,16492,1966,2002,247,713,557,1517,1888,0,0,1888,6,578,0,0,0,0,0,0,6,8,TRUE
